,Image,Color,Texture,Text
116,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00132.jpg,0.22850783139537156,0.931328558270916,0
117,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00169.jpg,0.22791476599275717,0.9403122715367446,0
118,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00245.jpg,0.22702625573432766,0.7974423648737052,0
119,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00096.jpg,0.22684271589964577,0.925107868560887,0
120,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00102.jpg,0.22499326023266486,0.8303993892374997,0
121,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00191.jpg,0.22343361902790948,0.9171182249833674,0
122,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00023.jpg,0.22282508984728389,0.9338638142547846,0
123,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00044.jpg,0.2226258080496104,0.767223731005263,0
124,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00233.jpg,0.22258838222297206,0.9261062498532948,0
125,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00046.jpg,0.22206715704782454,0.9000387299705331,0
126,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00184.jpg,0.2213040539422897,0.8779203865459492,0
127,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00057.jpg,0.220992729503802,0.9037470717597258,0
128,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00167.jpg,0.2207401044807057,0.9396366946022972,0
129,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00106.jpg,0.220607005652679,0.8832573619656137,0
130,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00035.jpg,0.2200696815790084,0.9424249063543485,0
131,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00196.jpg,0.21973605251407968,0.9257700585858943,0
132,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00056.jpg,0.2196864168810636,0.7653467434249472,0
133,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00146.jpg,0.21929883907205194,0.9238098379453042,0
134,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00126.jpg,0.21926704235198302,0.9325136203162446,0
135,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00088.jpg,0.2192275478132456,0.9408425000733708,0
136,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00223.jpg,0.21905815253792071,0.8749345765980654,0
137,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00005.jpg,0.2183641062150794,0.8720972416669271,0
138,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00101.jpg,0.21752449762564763,0.8725650883671482,0
139,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00115.jpg,0.217315214307769,0.9132538264233023,0
140,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00268.jpg,0.21705129071584195,0.7256102285648537,0
141,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00264.jpg,0.21583992516731076,0.8669093504046113,0
142,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00039.jpg,0.2157945571505605,0.9344189710201797,0
143,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00062.jpg,0.21537157007419994,0.8611551271825294,0
144,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00194.jpg,0.21503105090264685,0.8140690956940713,0
145,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00015.jpg,0.2128842673724426,0.8799524377094207,0
146,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00212.jpg,0.21259788903628585,0.8907017884463375,0
147,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00237.jpg,0.21246193356376353,0.9399199785834731,0
148,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00064.jpg,0.21246045483076503,0.9368317935346347,0
149,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00067.jpg,0.21245601772595246,0.8025237304737094,0
150,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00281.jpg,0.21230205246617406,0.7571854469228234,0
151,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00087.jpg,0.21186887970648982,0.8628913410807052,0
152,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00204.jpg,0.2116790236879682,0.7507176381937716,0
153,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00032.jpg,0.21097450113691263,0.9400972928895646,0
154,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00098.jpg,0.20991677539157882,0.9143901718913491,0
155,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00148.jpg,0.2088422588244101,0.9270847264065023,0
156,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00125.jpg,0.20866484357387483,0.8238050184092803,0
157,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00284.jpg,0.20865717969857334,0.9113410271937836,0
158,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00188.jpg,0.20706884229070288,0.8740460823344163,0
159,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00129.jpg,0.20696954292483583,0.9091825805773788,0
160,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00026.jpg,0.20645524909772572,0.8767490091621958,0
161,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00286.jpg,0.20642436726055424,0.9407326138186162,0
162,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00278.jpg,0.20527216320706698,0.9145642319248947,0
163,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00254.jpg,0.20488798414399256,0.8813688197282366,0
164,/Users/brian/Desktop/Computer Vision/M1/Project/BBDD/bbdd_00089.jpg,0.20345841101558215,0.8341995992866638,0
